Date,Time,Level,Entry
2025-10-22,07:54:41,INFO,Logger initialized and ready.
2025-10-22,07:56:12,INPUT,User_Input_MenuChoice: 1
2025-10-22,07:56:12,INFO,Monitoring process started.
2025-10-22,07:57:37,STATUS,CPU: 23.8%, RAM: 72.9%
2025-10-22,07:57:41,STATUS,CPU: 28.1%, RAM: 73.6%
2025-10-22,07:57:45,STATUS,CPU: 4.5%, RAM: 73.0%
2025-10-22,07:57:49,STATUS,CPU: 4.5%, RAM: 73.0%
2025-10-22,07:57:53,STATUS,CPU: 6.0%, RAM: 72.8%
2025-10-22,07:57:57,STATUS,CPU: 4.2%, RAM: 72.7%
2025-10-22,07:58:01,STATUS,CPU: 4.3%, RAM: 72.8%
2025-10-22,07:58:05,STATUS,CPU: 4.5%, RAM: 73.0%
2025-10-22,07:58:09,STATUS,CPU: 21.6%, RAM: 73.3%
2025-10-22,07:58:13,STATUS,CPU: 4.0%, RAM: 73.3%
2025-10-22,07:58:17,STATUS,CPU: 8.0%, RAM: 73.3%
2025-10-22,07:58:21,STATUS,CPU: 3.8%, RAM: 73.2%
2025-10-22,07:58:25,STATUS,CPU: 7.0%, RAM: 73.3%
2025-10-22,07:58:29,STATUS,CPU: 3.3%, RAM: 73.4%
2025-10-22,07:58:33,STATUS,CPU: 2.8%, RAM: 73.4%
2025-10-22,07:58:37,STATUS,CPU: 4.0%, RAM: 73.4%
2025-10-22,07:58:41,STATUS,CPU: 6.3%, RAM: 73.3%
2025-10-22,07:58:45,STATUS,CPU: 9.5%, RAM: 73.3%
2025-10-22,07:58:49,STATUS,CPU: 4.0%, RAM: 73.2%
2025-10-22,07:58:53,STATUS,CPU: 17.5%, RAM: 73.4%
2025-10-22,07:58:57,STATUS,CPU: 13.9%, RAM: 73.5%
2025-10-22,07:59:01,STATUS,CPU: 6.2%, RAM: 73.5%
2025-10-22,07:59:05,STATUS,CPU: 16.7%, RAM: 73.6%
2025-10-22,07:59:09,STATUS,CPU: 34.5%, RAM: 73.8%
2025-10-22,07:59:13,STATUS,CPU: 3.2%, RAM: 73.9%
2025-10-22,07:59:17,STATUS,CPU: 36.3%, RAM: 73.9%
2025-10-22,07:59:21,STATUS,CPU: 10.5%, RAM: 73.9%
2025-10-22,07:59:25,STATUS,CPU: 17.8%, RAM: 73.7%
2025-10-22,07:59:29,STATUS,CPU: 21.2%, RAM: 73.7%
2025-10-22,07:59:33,STATUS,CPU: 19.2%, RAM: 73.5%
2025-10-22,07:59:37,STATUS,CPU: 13.0%, RAM: 73.4%
2025-10-22,07:59:41,STATUS,CPU: 14.0%, RAM: 73.5%
2025-10-22,07:59:45,STATUS,CPU: 13.5%, RAM: 73.6%
2025-10-22,07:59:49,STATUS,CPU: 32.1%, RAM: 74.2%
2025-10-22,07:59:53,STATUS,CPU: 15.0%, RAM: 74.4%
2025-10-22,07:59:57,STATUS,CPU: 5.7%, RAM: 73.7%
2025-10-22,08:00:01,STATUS,CPU: 16.5%, RAM: 73.8%
2025-10-22,08:00:05,STATUS,CPU: 23.7%, RAM: 73.7%
2025-10-22,08:00:09,STATUS,CPU: 16.2%, RAM: 73.6%
2025-10-22,08:00:13,STATUS,CPU: 33.8%, RAM: 74.0%
2025-10-22,08:00:17,INPUT,User_Input_MenuChoice: 1
2025-10-22,08:00:17,STATUS,CPU: 30.5%, RAM: 73.9%
2025-10-22,08:00:19,INPUT,User_Input_MenuChoice: 
2025-10-22,08:00:21,STATUS,CPU: 18.9%, RAM: 74.1%
2025-10-22,08:00:25,STATUS,CPU: 17.0%, RAM: 74.2%
2025-10-22,08:00:29,STATUS,CPU: 21.1%, RAM: 74.7%
2025-10-22,08:00:33,STATUS,CPU: 4.0%, RAM: 71.8%
2025-10-22,08:00:37,STATUS,CPU: 16.6%, RAM: 71.5%
2025-10-22,08:00:41,STATUS,CPU: 19.3%, RAM: 72.5%
2025-10-22,08:00:45,STATUS,CPU: 12.3%, RAM: 71.8%
2025-10-22,08:00:49,STATUS,CPU: 17.2%, RAM: 72.4%
2025-10-22,08:00:53,STATUS,CPU: 11.2%, RAM: 72.2%
2025-10-22,08:00:57,STATUS,CPU: 28.4%, RAM: 72.8%
2025-10-22,08:01:01,STATUS,CPU: 22.1%, RAM: 72.8%
2025-10-22,08:01:05,STATUS,CPU: 37.7%, RAM: 72.9%
2025-10-22,08:01:09,STATUS,CPU: 5.5%, RAM: 72.7%
2025-10-22,08:01:13,STATUS,CPU: 4.3%, RAM: 71.9%
2025-10-22,08:01:17,STATUS,CPU: 23.7%, RAM: 72.1%
2025-10-22,08:01:21,STATUS,CPU: 7.7%, RAM: 72.1%
2025-10-22,08:01:25,STATUS,CPU: 27.0%, RAM: 71.8%
2025-10-22,08:01:29,STATUS,CPU: 9.5%, RAM: 71.8%
2025-10-22,08:01:33,STATUS,CPU: 3.7%, RAM: 71.7%
2025-10-22,08:01:37,STATUS,CPU: 16.1%, RAM: 72.0%
2025-10-22,08:01:41,STATUS,CPU: 11.2%, RAM: 72.0%
2025-10-22,08:01:45,STATUS,CPU: 33.5%, RAM: 72.9%
2025-10-22,08:01:49,STATUS,CPU: 44.9%, RAM: 73.0%
2025-10-22,08:01:54,STATUS,CPU: 5.2%, RAM: 72.2%
2025-10-22,08:01:58,STATUS,CPU: 24.2%, RAM: 73.1%
2025-10-22,08:02:01,INPUT,User_Input_MenuChoice: 7
2025-10-22,08:02:02,STATUS,CPU: 7.5%, RAM: 70.5%
2025-10-22,08:02:03,INFO,Monitoring process stopped.
